Position;Title;Publ_year
1641;Вадим Кожевников. Щит и меч. Книга вторая (1968) ;1968
1642;Вадим Кожевников. Щит и меч. Книга вторая (1968) ;1968
1643;Вадим Кожевников. Щит и меч. Книга вторая (1968) ;1968
1644;Вадим Кожевников. Щит и меч. Книга вторая (1968) ;1968
1645;Вадим Кожевников. Щит и меч. Книга вторая (1968) ;1968
1646;Вадим Кожевников. Щит и меч. Книга вторая (1968) ;1968
1647;Вадим Кожевников. Щит и меч. Книга первая (1968) ;1968
1648;Вадим Кожевников. Щит и меч. Книга первая (1968) ;1968
1649;Вадим Кожевников. Щит и меч. Книга первая (1968) ;1968
1650;Вадим Кожевников. Щит и меч. Книга первая (1968) ;1968
1651;Вадим Кожевников. Щит и меч. Книга первая (1968) ;1968
1652;Вадим Кожевников. Щит и меч. Книга первая (1968) ;1968
1653;Виктор Курочкин. Последняя весна (1968) ;1968
1654;Виль Липатов. Деревенский детектив (1967-1968) ;1967
1655;Виль Липатов. Деревенский детектив/ Кто уезжает, а кто остается... (1967-1968) ;1967
1656;Виль Липатов. Деревенский детектив/ Кто уезжает, а кто остается... (1967-1968) ;1967
1657;Виль Липатов. Деревенский детектив/ Кто уезжает, а кто остается... (1967-1968) ;1967
1658;Виль Липатов. Деревенский детектив/ Луна над Обью (1967-1968) ;1967
1659;Виль Липатов. Деревенский детектив/ Три зимних дня (1967-1968) ;1967
1660;Виль Липатов. Деревенский детектив/ Три зимних дня (1967-1968) ;1967
1661;Виль Липатов. Деревенский детектив/ Три зимних дня (1967-1968) ;1967
1662;Виль Липатов. Деревенский детектив/ Три зимних дня (1967-1968) ;1967
1663;Виль Липатов. Деревенский детектив/ Три зимних дня (1967-1968) ;1967
1664;Евгений Носов. Во субботу, день ненастный... (1968) ;1968
1665;Эдвард Радзинский. Обольститель Колобашкин (1968) ;1968
1666;Юлиан Семенов. Семнадцать мгновений весны (1968) ;1968
1667;Юлиан Семенов. Семнадцать мгновений весны (1968) ;1968
1668;Юлиан Семенов. Семнадцать мгновений весны (1968) ;1968
1669;Аркадий Стругацкий, Борис Стругацкий. Улитка на склоне (1966-1968) ;1966
1670;Александр Чаковский. Блокада (1968) ;1968
1671;Михаил Анчаров. Этот синий апрель (1967) ;1967
1672;Михаил Анчаров. Этот синий апрель (1967) ;1967
1673;Виктор Астафьев. Ясным ли днем (1967) ;1967
1674;Виктор Астафьев. Ясным ли днем (1967) ;1967
1675;Василий Белов. Привычное дело (1967) ;1967
1676;Дмитрий Биленкин. Десант на Меркурий (1967) ;1967
1677;Дмитрий Биленкин. Десант на Меркурий (1967) ;1967
1678;Дмитрий Биленкин. Космический бог (1967) ;1967
1679;Дмитрий Биленкин. Космический бог (1967) ;1967
1680;Евгений Велтистов. Глоток солнца (1967) ;1967
1681;Евгений Велтистов. Глоток солнца (1967) ;1967
1682;Евгений Велтистов. Глоток солнца (1967) ;1967
1683;Евгений Велтистов. Глоток солнца (1967) ;1967
1684;В. П. Катаев. Трава забвенья (1964-1967) ;1964
1685;Федор Кнорре. Ночной звонок (1967) ;1967
1686;Федор Кнорре. Продается детская коляска (1967) ;1967
